ID,Hand,XPos,YPos,ZPos,Time
sample123,Right,-0.3699087,0.3921117,0.1621416,20.95625
sample123,Left,-0.4870405,1.444335,-0.3931884,21.0211
sample123,Right,-0.3699087,0.3921117,0.1621416,21.0211
sample123,Left,-0.490097,1.444722,-0.3977626,21.06515
sample123,Right,-0.3699087,0.3921117,0.1621416,21.06515
sample123,Left,-0.4966196,1.441562,-0.3993337,21.11123
sample123,Right,-0.3699087,0.3921117,0.1621416,21.11123
sample123,Left,-0.5004989,1.444155,-0.4020142,21.1605
sample123,Right,-0.3699087,0.3921117,0.1621416,21.1605
sample123,Left,-0.5045395,1.451762,-0.4031249,21.19773
sample123,Right,-0.3699087,0.3921117,0.1621416,21.19773
sample123,Left,-0.5098054,1.464237,-0.4066294,21.24485
sample123,Right,-0.3699087,0.3921117,0.1621416,21.24485
sample123,Left,-0.5163995,1.482895,-0.4112273,21.29183
sample123,Right,-0.3699087,0.3921117,0.1621416,21.29183
sample123,Left,-0.5201786,1.508155,-0.4110699,21.33757
sample123,Right,-0.3699087,0.3921117,0.1621416,21.33757
sample123,Left,-0.5234303,1.53864,-0.4081783,21.37807
sample123,Right,-0.3699087,0.3921117,0.1621416,21.37807
sample123,Left,-0.523995,1.567136,-0.4086299,21.41961
sample123,Right,-0.3699087,0.3921117,0.1621416,21.41961
sample123,Left,-0.5236303,1.574554,-0.4130613,21.45483
sample123,Right,-0.3699087,0.3921117,0.1621416,21.45483
sample123,Left,-0.5241996,1.580129,-0.4245792,21.49568
sample123,Right,-0.3699087,0.3921117,0.1621416,21.49568
sample123,Left,-0.5297135,1.574446,-0.4335204,21.53227
sample123,Right,-0.3699087,0.3921117,0.1621416,21.53227
sample123,Left,-0.5255421,1.578171,-0.4397356,21.57841
sample123,Right,-0.3699087,0.3921117,0.1621416,21.57841
sample123,Left,-0.5185127,1.605807,-0.4313135,21.61635
sample123,Right,-0.3699087,0.3921117,0.1621416,21.61635
sample123,Left,-0.5108609,1.628746,-0.4222148,21.65869
sample123,Right,-0.3699087,0.3921117,0.1621416,21.65869
sample123,Left,-0.5110559,1.626829,-0.4286027,21.70163
sample123,Right,-0.3699087,0.3921117,0.1621416,21.70163
sample123,Left,-0.5192173,1.609474,-0.441443,21.73706
sample123,Right,-0.3699087,0.3921117,0.1621416,21.73706
sample123,Left,-0.5237949,1.578726,-0.4613891,21.77886
sample123,Right,-0.3699087,0.3921117,0.1621416,21.77886
sample123,Left,-0.5128966,1.582869,-0.4575101,21.81828
sample123,Right,-0.3699087,0.3921117,0.1621416,21.81828
sample123,Left,-0.5090795,1.605386,-0.4395801,21.85486
sample123,Right,-0.3699087,0.3921117,0.1621416,21.85486
sample123,Left,-0.5048572,1.617041,-0.4277047,21.8949
sample123,Right,-0.3699087,0.3921117,0.1621416,21.8949
sample123,Left,-0.5103486,1.610198,-0.4314173,21.92982
sample123,Right,-0.3699087,0.3921117,0.1621416,21.92982
sample123,Left,-0.523644,1.585263,-0.4502141,21.97189
sample123,Right,-0.3699087,0.3921117,0.1621416,21.97189
sample123,Left,-0.5249712,1.559418,-0.4705135,22.0141
sample123,Right,-0.3699087,0.3921117,0.1621416,22.0141
sample123,Left,-0.5174463,1.589429,-0.4534011,22.05816
sample123,Right,-0.3699087,0.3921117,0.1621416,22.05816
sample123,Left,-0.5161996,1.606967,-0.4410914,22.09811
sample123,Right,-0.3699087,0.3921117,0.1621416,22.09811
sample123,Left,-0.5170581,1.607111,-0.4418294,22.13402
sample123,Right,-0.3699087,0.3921117,0.1621416,22.13402
sample123,Left,-0.5295725,1.586523,-0.4536692,22.17581
sample123,Right,-0.3699087,0.3921117,0.1621416,22.17581
sample123,Left,-0.5348521,1.568217,-0.4641213,22.21363
sample123,Right,-0.3699087,0.3921117,0.1621416,22.21363
sample123,Left,-0.5292158,1.565385,-0.465636,22.24987
sample123,Right,-0.3699087,0.3921117,0.1621416,22.24987
sample123,Left,-0.5276604,1.588408,-0.4491686,22.28385
sample123,Right,-0.3699087,0.3921117,0.1621416,22.28385
sample123,Left,-0.5249503,1.601591,-0.4392785,22.32578
sample123,Right,-0.3699087,0.3921117,0.1621416,22.32578
sample123,Left,-0.5292371,1.597898,-0.4414902,22.35864
sample123,Right,-0.3699087,0.3921117,0.1621416,22.35864
sample123,Left,-0.5380391,1.583525,-0.4519821,22.3921
sample123,Right,-0.3699087,0.3921117,0.1621416,22.3921
sample123,Left,-0.5434576,1.562206,-0.4671848,22.42864
sample123,Right,-0.3699087,0.3921117,0.1621416,22.42864
sample123,Left,-0.5344586,1.571478,-0.463371,22.46732
sample123,Right,-0.3699087,0.3921117,0.1621416,22.46732
sample123,Left,-0.53223,1.603769,-0.4412839,22.49958
sample123,Right,-0.3699087,0.3921117,0.1621416,22.49958
sample123,Left,-0.528923,1.616661,-0.432761,22.54072
sample123,Right,-0.3699087,0.3921117,0.1621416,22.54072
sample123,Left,-0.535187,1.60795,-0.4398911,22.57377
sample123,Right,-0.3699087,0.3921117,0.1621416,22.57377
sample123,Left,-0.5485597,1.582409,-0.4608361,22.61637
sample123,Right,-0.3699087,0.3921117,0.1621416,22.61637
sample123,Left,-0.5504315,1.553954,-0.4832895,22.65801
sample123,Right,-0.3699087,0.3921117,0.1621416,22.65801
sample123,Left,-0.5418501,1.572777,-0.4728986,22.69157
sample123,Right,-0.3699087,0.3921117,0.1621416,22.69157
sample123,Left,-0.5404864,1.601648,-0.4533006,22.72445
sample123,Right,-0.3699087,0.3921117,0.1621416,22.72445
sample123,Left,-0.5408673,1.603544,-0.4522122,22.7571
sample123,Right,-0.3699087,0.3921117,0.1621416,22.7571
sample123,Left,-0.5553049,1.583432,-0.4629452,22.79735
sample123,Right,-0.3699087,0.3921117,0.1621416,22.79735
sample123,Left,-0.5576775,1.570648,-0.4709235,22.83207
sample123,Right,-0.3699087,0.3921117,0.1621416,22.83207
sample123,Left,-0.5571039,1.574854,-0.4658514,22.8695
sample123,Right,-0.3699087,0.3921117,0.1621416,22.8695
sample123,Left,-0.5601913,1.583281,-0.4505838,22.91379
sample123,Right,-0.3699087,0.3921117,0.1621416,22.91379
sample123,Left,-0.5662388,1.579073,-0.4434724,22.95256
sample123,Right,-0.3699087,0.3921117,0.1621416,22.95256
sample123,Left,-0.5758427,1.57265,-0.4289947,22.99335
sample123,Right,-0.3699087,0.3921117,0.1621416,22.99335
sample123,Left,-0.591335,1.56331,-0.4057459,23.03266
sample123,Right,-0.3699087,0.3921117,0.1621416,23.03266
sample123,Left,-0.6047804,1.554636,-0.381034,23.0748
sample123,Right,-0.3699087,0.3921117,0.1621416,23.0748
sample123,Left,-0.6196951,1.541898,-0.3461038,23.11729
sample123,Right,-0.3699087,0.3921117,0.1621416,23.11729
sample123,Left,-0.6295264,1.529193,-0.316721,23.14943
sample123,Right,-0.3699087,0.3921117,0.1621416,23.14943
sample123,Left,-0.6383762,1.515001,-0.2824657,23.1828
sample123,Right,-0.3699087,0.3921117,0.1621416,23.1828
sample123,Left,-0.6428219,1.497271,-0.2313428,23.22455
sample123,Right,-0.3699087,0.3921117,0.1621416,23.22455
sample123,Left,-0.6427845,1.486181,-0.1930654,23.25829
sample123,Right,-0.3699087,0.3921117,0.1621416,23.25829
sample123,Left,-0.6399033,1.481229,-0.1550458,23.30047
sample123,Right,-0.3699087,0.3921117,0.1621416,23.30047
sample123,Left,-0.635959,1.482837,-0.1357594,23.34078
sample123,Right,-0.3699087,0.3921117,0.1621416,23.34078
sample123,Left,-0.6307895,1.481666,-0.1146586,23.37473
sample123,Right,-0.3699087,0.3921117,0.1621416,23.37473
sample123,Left,-0.6207111,1.480534,-0.08595937,23.41509
sample123,Right,-0.3699087,0.3921117,0.1621416,23.41509
sample123,Left,-0.6104226,1.479653,-0.06530143,23.44699
sample123,Right,-0.3699087,0.3921117,0.1621416,23.44699
sample123,Left,-0.5980645,1.478059,-0.04606689,23.47993
sample123,Right,-0.3699087,0.3921117,0.1621416,23.47993
sample123,Left,-0.590794,1.475594,-0.0304776,23.51965
sample123,Right,-0.3699087,0.3921117,0.1621416,23.51965
sample123,Left,-0.5792467,1.469204,-0.01009423,23.55771
sample123,Right,-0.3699087,0.3921117,0.1621416,23.55771
sample123,Left,-0.5731166,1.46228,0.006686005,23.5993
sample123,Right,-0.3699087,0.3921117,0.1621416,23.5993
sample123,Left,-0.5723469,1.460527,0.01238129,23.63233
sample123,Right,-0.3699087,0.3921117,0.1621416,23.63233
sample123,Left,-0.5691053,1.459482,0.02347291,23.67302
sample123,Right,-0.3699087,0.3921117,0.1621416,23.67302
sample123,Left,-0.5685999,1.459989,0.02948068,23.70715
sample123,Right,-0.3699087,0.3921117,0.1621416,23.70715
sample123,Left,-0.5666591,1.460894,0.03531756,23.74716
sample123,Right,-0.3699087,0.3921117,0.1621416,23.74716
sample123,Left,-0.5665013,1.461525,0.03802647,23.78059
sample123,Right,-0.3699087,0.3921117,0.1621416,23.78059
sample123,Left,-0.5680772,1.460263,0.04075285,23.82059
sample123,Right,-0.3699087,0.3921117,0.1621416,23.82059
sample123,Left,-0.5699576,1.45858,0.04128692,23.85306
sample123,Right,-0.3699087,0.3921117,0.1621416,23.85306
sample123,Left,-0.5735214,1.456292,0.04216159,23.88452
sample123,Right,-0.3699087,0.3921117,0.1621416,23.88452
sample123,Left,-0.5827682,1.452926,0.04117714,23.94128
sample123,Right,-0.3699087,0.3921117,0.1621416,23.94128
sample123,Left,-0.5958717,1.455979,0.04144228,23.98098
sample123,Right,-0.3699087,0.3921117,0.1621416,23.98098
sample123,Left,-0.6114354,1.464013,0.04369641,24.01506
sample123,Right,-0.3699087,0.3921117,0.1621416,24.01506
sample123,Left,-0.6313766,1.481949,0.04926209,24.05647
sample123,Right,-0.3699087,0.3921117,0.1621416,24.05647
sample123,Left,-0.6422137,1.502469,0.05591935,24.09228
sample123,Right,-0.3699087,0.3921117,0.1621416,24.09228
sample123,Left,-0.6480151,1.534867,0.06532007,24.1307
sample123,Right,-0.3699087,0.3921117,0.1621416,24.1307
sample123,Left,-0.6425852,1.556287,0.06980963,24.17
sample123,Right,-0.3699087,0.3921117,0.1621416,24.17
sample123,Left,-0.6302156,1.597275,0.08020352,24.20812
sample123,Right,-0.3699087,0.3921117,0.1621416,24.20812
sample123,Left,-0.6125286,1.613853,0.08650754,24.2515
sample123,Right,-0.3699087,0.3921117,0.1621416,24.2515
sample123,Left,-0.5902255,1.63218,0.09373018,24.2928
sample123,Right,-0.3699087,0.3921117,0.1621416,24.2928
sample123,Left,-0.5742153,1.647907,0.09458368,24.3281
sample123,Right,-0.3699087,0.3921117,0.1621416,24.3281
sample123,Left,-0.5600135,1.662555,0.09617986,24.36765
sample123,Right,-0.3699087,0.3921117,0.1621416,24.36765
sample123,Left,-0.5588315,1.658619,0.1052409,24.40948
sample123,Right,-0.3699087,0.3921117,0.1621416,24.40948
sample123,Left,-0.5645144,1.643233,0.114738,24.44174
sample123,Right,-0.3699087,0.3921117,0.1621416,24.44174
sample123,Left,-0.5723047,1.621157,0.1268902,24.47546
sample123,Right,-0.3699087,0.3921117,0.1621416,24.47546
sample123,Left,-0.5806071,1.607148,0.1303723,24.51027
sample123,Right,-0.3699087,0.3921117,0.1621416,24.51027
sample123,Left,-0.5773205,1.619285,0.1190594,24.54875
sample123,Right,-0.3699087,0.3921117,0.1621416,24.54875
sample123,Left,-0.5674582,1.637383,0.108732,24.58161
sample123,Right,-0.3699087,0.3921117,0.1621416,24.58161
sample123,Left,-0.5631402,1.649537,0.1032445,24.62152
sample123,Right,-0.3699087,0.3921117,0.1621416,24.62152
sample123,Left,-0.5619279,1.652386,0.1017473,24.65612
sample123,Right,-0.3699087,0.3921117,0.1621416,24.65612
sample123,Left,-0.5659612,1.636833,0.1102773,24.69016
sample123,Right,-0.3699087,0.3921117,0.1621416,24.69016
sample123,Left,-0.5749558,1.600618,0.128518,24.73066
sample123,Right,-0.3699087,0.3921117,0.1621416,24.73066
sample123,Left,-0.581458,1.583852,0.1328839,24.76358
sample123,Right,-0.3699087,0.3921117,0.1621416,24.76358
sample123,Left,-0.5786825,1.587587,0.1257779,24.79759
sample123,Right,-0.3699087,0.3921117,0.1621416,24.79759
sample123,Left,-0.5646414,1.61134,0.1146005,24.83708
sample123,Right,-0.3699087,0.3921117,0.1621416,24.83708
sample123,Left,-0.5552852,1.632971,0.1067185,24.87265
sample123,Right,-0.3699087,0.3921117,0.1621416,24.87265
sample123,Left,-0.5559486,1.63944,0.1075703,24.91479
sample123,Right,-0.3699087,0.3921117,0.1621416,24.91479
sample123,Left,-0.5647199,1.620619,0.121151,24.95656
sample123,Right,-0.3699087,0.3921117,0.1621416,24.95656
sample123,Left,-0.5748147,1.595689,0.1346899,24.99708
sample123,Right,-0.3699087,0.3921117,0.1621416,24.99708
sample123,Left,-0.5767282,1.593822,0.1327119,25.03306
sample123,Right,-0.3699087,0.3921117,0.1621416,25.03306
sample123,Left,-0.55689,1.631677,0.1130153,25.08244
sample123,Right,-0.3699087,0.3921117,0.1621416,25.08244
sample123,Left,-0.5474292,1.649808,0.1049901,25.1175
sample123,Right,-0.3699087,0.3921117,0.1621416,25.1175
sample123,Left,-0.5429353,1.657973,0.1017083,25.15739
sample123,Right,-0.3699087,0.3921117,0.1621416,25.15739
sample123,Left,-0.5509512,1.639863,0.1132709,25.19867
sample123,Right,-0.3699087,0.3921117,0.1621416,25.19867
sample123,Left,-0.559858,1.614918,0.1252352,25.23873
sample123,Right,-0.3699087,0.3921117,0.1621416,25.23873
