ID,ObjectName,Start,End
sample123,Sphere,18.80533,20.33359
sample123,Cube,21.13513,22.08605
sample123,Cube,22.24987,22.28385
sample123,Cube,22.42864,22.51702
sample123,Cube,22.59682,22.8695
sample123,Sphere,23.82059,28.41441
sample123,Sphere,28.51234,0
